范围,题目,答案
中医内科,"题干描述：头痛患者，疼痛日久，其痛如锥刺，固定不移，舌质紫，脉细涩。其证候是
选项A：肝阳
选项B：痰浊
选项C：血虚
选项D：肾虚
选项E：瘀血",E
中医内科,"题干描述：半夏白术天麻汤主要用于
选项A：痰浊头痛
选项B：血虚头痛
选项C：肝阳头痛
选项D：肾虚头痛
选项E：瘀血头痛",A
中医内科,"题干描述：下列哪项不是内伤头痛的特征
选项A：起病缓慢
选项B：疼痛较轻
选项C：痛无休止
选项D：痛势悠悠
选项E：遇劳加重",C
中医内科,"题干描述：下列哪项不是外感头痛的特征
选项A：灼痛
选项B：掣痛
选项C：重痛
选项D：胀痛
选项E：空痛",E
中医内科,"题干描述：前额部及眉棱骨等处的头痛多为
选项A：太阳头痛
选项B：厥阴头痛
选项C：阳明头痛
选项D：少阳头痛
选项E：太阴头痛",C
中医内科,"题干描述：外感头痛的致病因素以为主
选项A：风邪
选项B：寒邪
选项C：湿邪
选项D：热邪
选项E：燥邪",A
中医内科,"题干描述：患者，头痛以前额为甚，面红，牙痛，便干，舌红苔黄，脉弦。病位在
选项A：少阳经
选项B：太阳经
选项C：阳明经
选项D：少阴经
选项E：厥阴经",C
中医内科,"题干描述：患者头痛如裹，肢体困重，胸闷纳呆，大便溏薄，苔白腻，脉濡。治疗方剂首选
选项A：芎芷石膏汤
选项B：通窍活血汤
选项C：羌活胜湿汤
选项D：川芎茶调散
选项E：大补元煎",C
中医内科,"题干描述：患者头痛而胀，甚则头胀如裂，恶风发热，面红目赤，口渴喜饮，大便不畅，溲赤，舌尖红，苔薄黄，脉浮数。证属
选项A：风寒头痛
选项B：风热头痛
选项C：风湿头痛
选项D：肝阳头痛
选项E：瘀血头痛",B
中医内科,"题干描述：痰浊头痛的特征为
选项A：头昏胀痛
选项B：头痛昏蒙
选项C：头痛如裹
选项D：头痛且空
选项E：头痛而晕",B
中医内科,"题干描述：肾虚头痛的特征为
选项A：头昏胀痛
选项B：头痛昏蒙
选项C：头痛如裹
选项D：头痛且空
选项E：头痛而晕",D
中医内科,"题干描述：血虚头痛的特征为
选项A：头昏胀痛
选项B：头痛昏蒙
选项C：头痛如裹
选项D：头痛且空
选项E：头痛而晕",E
中医内科,"题干描述：风湿头痛的代表方宜首选
选项A：通窍活血汤
选项B：川芎茶调散
选项C：羌活胜湿汤
选项D：加味四物汤
选项E：大补元煎",C
中医内科,"题干描述：肾虚头痛的代表方宜首选
选项A：通窍活血汤
选项B：川芎茶调散
选项C：羌活胜湿汤
选项D：加味四物汤
选项E：大补元煎",E
中医内科,"题干描述：瘀血头痛的代表方宜首选
选项A：通窍活血汤
选项B：川芎茶调散
选项C：羌活胜湿汤
选项D：加味四物汤
选项E：大补元煎",A
中医内科,"题干描述：眩晕的治疗原则是
选项A：补虚泻实，调整阴阳
选项B：滋养肝肾，补气行血
选项C：清肝泻火，降逆化痰
选项D：平肝潜阳，养心安神
选项E：以上均不是",A
中医内科,"题干描述：下列哪项不是眩晕肝阳上亢证的主症
选项A：头痛
选项B：面赤
选项C：烦躁
选项D：口苦
选项E：呕吐",E
中医内科,"题干描述：治疗痰湿中阻之眩晕的主方应选
选项A：二陈汤
选项B：半夏白术天麻汤
选项C：天麻钩藤饮
选项D：异功散
选项E：参苓白术散",B
中医内科,"题干描述：眩晕的特点是
选项A：坐立不安
选项B：头重如蒙
选项C：头痛头胀
选项D：头晕眼花
选项E：恶心呕吐",D
中医内科,"题干描述：眩晕常见的病理因素有
选项A：风痰
选项B：风火痰
选项C：气火痰
选项D：风火痰气
选项E：风火痰瘀",E
中医内科,"题干描述：患者眩晕日久不愈，精神萎靡，腰酸膝软，少寐多梦，健忘，两目干涩，视力减退，或遗精，滑泄，耳鸣，齿摇，或颧红咽干，五心烦热，舌红少苔，脉细数。治疗应以下列何方为主
选项A：左归丸
选项B：右归丸
选项C：六味地黄丸
选项D：知柏地黄丸
选项E：黄连阿胶汤",A
中医内科,"题干描述：患者眩晕，头重昏蒙，或伴视物旋转，胸闷恶心，呕吐痰涎，食少多寐，舌苔白腻，脉濡滑。治宜选用
选项A：天麻钩藤饮
选项B：黄连温胆汤
选项C：藿香正气散
选项D：半夏厚朴汤
选项E：半夏白术天麻汤",E
中医内科,"题干描述：患者突发眩晕，耳鸣，头目胀痛，口苦，失眠多梦，遇烦劳、郁怒而加重，甚则仆倒，颜面潮红，急躁易怒，肢麻震颤，舌红苔黄，脉弦或数。证属
选项A：肝肾亏虚
选项B：痰火上扰
选项C：痰瘀阻窍
选项D：肝阳上亢
选项E：气血亏虚",D
中医内科,"题干描述：眩晕头痛，兼见健忘，失眠，心悸，精神不振，耳鸣耳聋，面唇紫暗，舌暗有瘀斑，脉涩或细涩。证属
选项A：肝阳上亢证
选项B：气血亏虚证
选项C：痰湿中阻证
选项D：肾精不足证
选项E：瘀血阻窍证",E
中医内科,"题干描述：眩晕动则加剧，劳累即发，面色
选项A：肝阳上亢证
选项B：气血亏虚证
选项C：痰湿中阻证
选项D：肾精不足证
选项E：瘀血阻窍证",B
中医内科,"题干描述：眩晕，耳鸣，头目胀痛，口苦，失眠多梦，遇烦劳郁怒而加重，甚则仆倒，颜面潮红，急躁易怒，肢麻震颤，舌红苔黄，脉弦或数。证属
选项A：肝阳上亢证
选项B：气血亏虚证
选项C：痰湿中阻证
选项D：肾精不足证
选项E：瘀血阻窍证",A
中医内科,"题干描述：眩晕肝阳上亢证的代表方宜首选
选项A：天麻钩藤饮
选项B：归脾汤
选项C：左归丸
选项D：半夏白术天麻汤
选项E：通窍活血汤",A
中医内科,"题干描述：眩晕痰湿中阻证的代表方宜首选
选项A：天麻钩藤饮
选项B：归脾汤
选项C：左归丸
选项D：半夏白术天麻汤
选项E：通窍活血汤",D
中医内科,"题干描述：眩晕肾精不足证的代表方宜首选
选项A：天麻钩藤饮
选项B：归脾汤
选项C：左归丸
选项D：半夏白术天麻汤
选项E：通窍活血汤",C
中医内科,"题干描述：治疗中风中经络风阳上扰证，首选的方剂是
选项A：解语丹
选项B：地黄饮子
选项C：羚角钩藤汤
选项D：天麻钩藤饮
选项E：镇肝息风汤",D
中医内科,"题干描述：下列各项，属于中风与痉证鉴别要点的是
选项A：发作时有无四肢厥冷
选项B：发作时有无口吐白沫
选项C：发作时有无神志昏迷
选项D：发作时有无四肢抽搐
选项E：神昏与抽搐出现的前后",E
中医内科,"题干描述：下列各项，属于中风先兆症状的是
选项A：头痛、恶心呕吐、眼球震颤
选项B：头晕、头痛、一侧肢体麻木
选项C：鼻痒、喷嚏、胸闷
选项D：高热、寒战
选项E：眩晕、胸闷",B
中医内科,"题干描述：中风的病理因素是
选项A：痰、气、火、瘀
选项B：风、痰、湿、瘀
选项C：风、火、气、瘀
选项D：火、湿、痰、瘀
选项E：风、火、痰、瘀",E
中医内科,"题干描述：中风的基本病机是
选项A：痰火上逆，扰动清窍
选项B：外邪阻滞经络，脑窍失养
选项C：阴阳失调，神机逆乱
选项D：阴阳失调，气血逆乱，上犯于脑
选项E：脑髓空虚，清窍失养",D
中医内科,"题干描述：下列哪项不是中风的主症
选项A：猝然昏仆
选项B：半身不遂
选项C：口眼歪斜
选项D：四肢抽搐
选项E：语言不利",D
中医内科,"题干描述：中风的病理因素为
选项A：风痰气
选项B：风痰瘀
选项C：痰火瘀
选项D：风火痰瘀
选项E：风火痰",D
中医内科,"题干描述：补阳还五汤适用于中风何证型
选项A：气血亏虚
选项B：肝肾阴虚
选项C：气虚络瘀
选项D：风痰阻络
选项E：肾虚精亏",C
中医内科,"题干描述：中风与厥证的区别是有无
选项A：神昏
选项B：肢厥
选项C：口吐涎沫
选项D：牙关紧闭
选项E：后遗症",E
中医内科,"题干描述：中风的好发年龄是
选项A：30岁以上
选项B：40岁以上
选项C：50岁以上
选项D：60岁以上
选项E：70岁以上",B
中医内科,"题干描述：中风阳闭和阴闭的区别在于有无
选项A：痰浊
选项B：火热
选项C：血瘀
选项D：气滞
选项E：肝风",B
中医内科,"题干描述：下列哪项不是中风中经络的主症
选项A：卒然昏仆
选项B：半身不遂
选项C：口眼歪斜
选项D：语言不利
选项E：手足拘挛",A
中医内科,"题干描述：中风中脏腑脱证的治法是
选项A：养血祛风通络
选项B：平肝潜阳，活血通络
选项C：熄风清火，豁痰开窍
选项D：化痰熄风，宣郁开窍
选项E：回阳救阴，益气固脱",E
中医内科,"题干描述：中风中脏腑痰火瘀闭的治法是
选项A：养血祛风通络
选项B：平肝潜阳，活血通络
选项C：熄风清火，豁痰开窍
选项D：化痰熄风，宣郁开窍
选项E：回阳救阴，益气固脱",C
中医内科,"题干描述：中经络风阳上扰证的治法是
选项A：养血祛风通络
选项B：平肝潜阳，活血通络
选项C：熄风清火，豁痰开窍
选项D：化痰熄风，宣郁开窍
选项E：回阳救阴，益气固脱",B
中医内科,"题干描述：下列哪项不是癫狂证的主症
选项A：语无伦次
选项B：躁妄打骂
选项C：喜怒无常
选项D：流涎抽搐
选项E：神志痴呆",D
中医内科,"题干描述：狂证的病机是
选项A：痰气郁结，蒙蔽神机
选项B：心脾气结，郁而生痰
选项C：气郁化火，炼液为痰
选项D：痰火上扰，神明失主
选项E：气郁化火，上扰心神",D
中医内科,"题干描述：狂证痰火扰神证治疗方剂宜选
选项A：滚痰丸
选项B：生铁落饮
选项C：清气化痰丸
选项D：顺气导痰汤
选项E：温胆汤",B
中医内科,"题干描述：二阴煎用于
选项A：癫证痰气郁结证
选项B：癫证心脾两虚证
选项C：狂证痰火扰神证
选项D：狂证火盛阴伤证
选项E：狂证痰热瘀结证",D
中医内科,"题干描述：癫狂的病理因素以何者为先
选项A：痰凝
选项B：气郁
选项C：火郁
选项D：血瘀
选项E：痰气郁结",B
中医内科,"题干描述：癫狂的病位最主要是在
选项A：心
选项B：肺
选项C：脾
选项D：胆
选项E：肾",A
中医内科,"题干描述：下列哪项不是狂证的特征
选项A：精神亢奋
选项B：狂躁不安
选项C：喧扰不宁
选项D：语无伦次
选项E：动而多怒",D
中医内科,"题干描述：患者精神抑郁，表情淡漠，神志痴呆，语无伦次，不思饮食，舌苔腻，脉弦滑。其证候是
选项A：肝气郁结
选项B：痰气郁结
选项C：痰火上扰
选项D：风痰闭阻
选项E：痰浊壅塞",B
中医内科,"题干描述：患者喧扰不宁，躁妄打骂，动而多怒。其诊断是
选项A：癫证
选项B：狂证
选项C：痛证
选项D：痉证
选项E：中风",B
中医内科,"题干描述：患者沉默痴呆，语无伦次，静而多喜。其诊断是
选项A：癫证
选项B：狂证
选项C：痛证
选项D：痉证
选项E：中风",A
中医内科,"题干描述：精神抑郁，表情淡漠，沉默痴呆，时时太息，言语无序，或喃喃自语，多疑多虑，喜怒无常，秽洁不分，不思饮食，舌红苔腻而白，脉弦滑
选项A：癫证痰气郁结证
选项B：癫证心脾两虚证
选项C：狂证痰火扰神证
选项D：狂证痰热瘀结证
选项E：狂证火盛阴伤证",A
中医内科,"题干描述：素有性情急躁，头痛失眠，两目怒视，面红目赤，不避亲疏，逾垣上屋，或毁物伤人，气力逾常，不食不眠。舌质红绛，苔多黄腻或黄燥而垢，脉弦大滑数
选项A：癫证痰气郁结证
选项B：癫证心脾两虚证
选项C：狂证痰火扰神证
选项D：狂证痰热瘀结证
选项E：狂证火盛阴伤证",C
中医内科,"题干描述：癫狂久延，时作时止，有疲惫之象，形瘦，面红而秽，口于便难，舌尖红无苔，有剥裂，脉细数
选项A：癫证痰气郁结证
选项B：癫证心脾两虚证
选项C：狂证痰火扰神证
选项D：狂证痰热瘀结证
选项E：狂证火盛阴伤证",E
中医内科,"题干描述：狂证痰火扰神证的代表方是
选项A：生铁落饮
选项B：癫狂梦醒汤
选项C：顺气导痰汤
选项D：二阴煎合琥珀养心丹
选项E：天王补心丹",A
中医内科,"题干描述：狂证痰热瘀结证的代表方是
选项A：生铁落饮
选项B：癫狂梦醒汤
选项C：顺气导痰汤
选项D：二阴煎合琥珀养心丹
选项E：天王补心丹",B
中医内科,"题干描述：狂证火盛阴伤证的代表方是
选项A：生铁落饮
选项B：癫狂梦醒汤
选项C：顺气导痰汤
选项D：二阴煎合琥珀养心丹
选项E：天王补心丹",D
中医内科,"题干描述：风痰闭阻之痫证的治法是
选项A：涤痰息风，开窍定痫
选项B：清肝泻火，化痰开窍
选项C：涤痰开窍，化瘀通络
选项D：息风开窍，化痰定志
选项E：化痰通络，镇心安神",A
中医内科,"题干描述：痫病瘀阻脑络证的治法为
选项A：理气化痰，活血化瘀
选项B：行气解郁，化瘀通络
选项C：活血化瘀，熄风通络
选项D：活血化瘀，开窍醒神
选项E：理气化痰，醒脑通窍",C
中医内科,"题干描述：痫病心肾亏虚证的代表方为天王补心丹合
选项A：左归丸
选项B：右归丸
选项C：八珍汤
选项D：左归饮
选项E：右归饮",A
中医内科,"题干描述：痫病风痰闭阻证的代表方为
选项A：天麻钩藤饮
选项B：滚痰丸
选项C：顺气导痰汤
选项D：定痫丸
选项E：二陈汤",D
中医内科,"题干描述：痫病发病中以何邪最为重要
选项A：火邪
选项B：湿邪
选项C：痰邪
选项D：热邪
选项E：寒邪",C
中医内科,"题干描述：患者突然跌倒，神志不清，口吐涎沫，两目上视，四肢抽搐，口中如作猪羊叫声，移时苏醒，舌苔白腻，脉弦滑。治疗应首选
选项A：定痫丸
选项B：导痰汤
选项C：二阴煎
选项D：涤痰汤
选项E：控涎丹",A
中医内科,"题干描述：患者，男，50岁。昏仆抽搐吐涎，两目上视，口中如作猪羊叫，平时隋绪急躁，心烦失眠，咯痰不爽，口苦而干，舌红苔黄腻，脉弦滑数。治疗应首选
选项A：知柏地黄丸合定痫丸
选项B：天王补心丹合定痫丸
选项C：顺气导痰汤合二阴煎
选项D：龙胆泻肝汤合涤痰汤
选项E：滋水清肝饮合定痫丸",D
